Sample,ATP5G3,AURKB,B2M,VAR1,02-Mar,CBEBP,CD83,CDKN1B,CIT,CLASPIN,COX6B,DEXH,EF2_1,EPD,ERCC6L,ES1,FKBP10_2,FYNTBP,GAL3,GILT,GPX3,HEP,HERC6,HSC70,HSP70,HSP90a1,HSP90,HSP90a,HTATIP,IFI,IFI44,IFIT5,IFNa,IGMs,IL_11,IL_17D,IL_15,IL_1b,AARDC,CLEC4E,GLUL,NUPR1,ODC1,TAGLN3,IRF_1,JUN_F3,KIF15,KIF2C,KRT8,MAP3K14,MFHAS1,MMP13,MMP25,MX,NAPEPLD2,P_RAS,PRLR,RAMP1,RGS21,RPL6,RRl,RRM2,SAA,SCG2,SERPIN_1,SFRS9,TGFb,TRIM1,TXN,BSG,C7
M0231,0.012935464,0.403128689,-0.905197415,0.58600484,0.079868086,0.820794918,0.807883214,0.433649665,0.264939047,0.786644412,1.395451104,NA,-0.016017282,NA,0.484610924,0.003406883,-0.012034371,0.050583727,-2.66860919,0.033994125,0.192272069,0.022443328,-2.228449124,0.152112181,0.322488124,-2.145644482,1.43973579,NA,0.130352036,0.068100102,0.021899685,0.076587942,-0.133613799,0.209449937,-0.22788385,-0.878298769,0.102335078,-0.802495364,0.012067736,0.012724538,0.02043173,-0.557476673,0.056626985,-0.025913947,-0.003431572,-3.892132895,0.304870131,0.472661312,0.034444959,NA,0.089846594,-0.481834488,0.046207417,0.402649233,0.932637201,0.305975336,0.139364869,0.033560192,NA,NA,0.62452808,0.019985902,0.030120183,NA,0.320710646,0.322613654,0.193760415,0.06483568,-0.111737852,-0.14955892,-0.122224504
M0232,1.24945352,0.152932008,0.106734408,0.135234317,-0.13940867,0.358615022,0.235288471,0.044202821,-0.6987993,-0.0024055,0.095808112,NA,-0.016017282,NA,-0.357886856,0.003406883,-0.012034371,0.050583727,1.011405544,0.033994125,0.616307485,0.022443328,1.716921721,-0.526529356,-0.226373462,0.002679912,-0.06947451,NA,-0.588682335,0.536182959,0.021899685,0.578651038,1.85012722,-0.754741273,-1.575831203,1.796711774,0.102335078,-1.084220545,0.012067736,0.012724538,0.794882359,0.478581892,0.024420044,-0.025913947,-0.45582348,0.070933955,-1.135458678,-0.317707454,0.034444959,NA,-1.119594561,-1.078301637,-0.116022193,-0.396740521,0.068868874,0.093745868,-0.828637904,0.033560192,NA,NA,-0.646952095,0.019985902,1.677327827,NA,0.090893718,0.205463121,-0.101687248,0.06483568,0.357435126,0.456940969,0.066607054
M0233,1.325697753,0.056256843,0.106734408,-0.772475204,-0.260154739,-0.219660813,0.175976264,0.73033985,-0.625920965,-0.504820232,1.130207129,NA,-0.016017282,NA,-0.117710703,0.003406883,-0.012034371,0.050583727,-0.034025034,0.033994125,-0.192664027,0.022443328,-1.987374966,-0.289227957,-0.558918233,-0.078061584,-0.444313347,NA,-0.221889465,-0.183327554,0.021899685,-0.382439935,0.253231514,0.768547968,-0.744272148,0.437455703,0.102335078,-0.315610046,0.012067736,0.012724538,0.09768421,0.761379232,-0.6310665,-0.025913947,-0.361843026,-2.05805791,-0.139560153,0.040910429,0.034444959,NA,-0.118547949,-1.167985302,-0.757336297,-1.013253415,0.220519901,0.075024384,-0.318171601,0.033560192,NA,NA,0.352287819,0.019985902,0.23481835,NA,-0.449996893,0.02023753,-0.281328177,0.06483568,-0.585033607,-0.232579347,0.323781594
M0234,-0.055615347,-0.10758446,-0.842117004,-0.395129958,-0.161964329,0.203992814,-0.001469907,0.269205397,-0.962118722,-0.19474072,0.095808112,NA,-0.016017282,NA,-0.188676559,0.003406883,-0.012034371,0.050583727,-0.606222445,0.033994125,-0.340421858,0.022443328,-1.449407216,-0.608269737,-0.873503289,-1.865525445,-1.036285089,NA,-0.229826028,-0.837282869,0.021899685,-0.865369589,-0.302499484,-1.145548371,-1.159055711,-0.245913262,0.102335078,-0.494829469,0.012067736,0.012724538,0.001108196,0.323391249,0.139646502,-0.025913947,-0.276673707,-2.190833815,-0.418612558,-0.002785926,0.034444959,NA,-0.19424395,-1.40852022,-0.918586996,-0.662333126,-0.378763683,0.133241849,-0.713452114,0.033560192,NA,NA,0.283855986,0.019985902,-0.543322253,NA,-0.726593582,-0.135708267,-0.121497919,0.06483568,-0.745042966,-0.461403621,0.24331302
M0235,-0.267916674,0.478259805,0.106734408,0.135234317,0.083639999,0.500724606,1.373197041,0.229914354,0.219411782,0.522433892,1.836798771,NA,-0.016017282,NA,0.012012375,0.003406883,-0.012034371,0.050583727,-1.764692223,0.033994125,0.26845141,0.022443328,-1.707507053,0.118688866,0.575644486,-0.143911676,0.9325682,NA,-0.193969689,0.144080451,0.021899685,-0.01294623,-1.249612237,0.752419391,-0.724460003,-0.994888103,0.102335078,-2.693004031,0.012067736,0.012724538,0.093013138,-0.748834239,-1.659286541,-0.025913947,0.784515315,-3.223623504,0.499514756,0.547804619,0.034444959,NA,-0.031326293,-0.937192831,0.59003233,-0.153893142,0.859557539,0.374236347,0.520087353,0.033560192,NA,NA,0.93474484,0.019985902,0.03821262,NA,-0.165916318,0.218482797,0.305487241,0.06483568,0.456827086,0.330342215,-0.547069204
M0236,2.184476561,-0.012315033,-0.877718652,-0.718630612,-0.143499716,-0.081408654,-0.12385826,0.429392749,-0.513915529,-0.113153202,2.145857499,NA,-0.016017282,NA,-0.012722927,0.003406883,-0.012034371,0.050583727,3.220568854,0.033994125,-0.372556424,0.022443328,0.074372786,0.392391341,-0.536610437,0.460966337,-0.074041049,NA,-0.288102322,-0.309486904,0.021899685,-0.364103428,3.398731196,-1.713465254,-0.602900507,2.370425538,0.102335078,-0.356267154,0.012067736,0.012724538,-0.20895978,0.039027656,0.056626985,-0.025913947,-0.424393108,1.364291154,-0.095190282,-0.073140676,0.034444959,NA,-0.563628438,-0.311799858,-0.570483898,-1.215356252,0.214533817,-0.1534951,-0.119094113,0.033560192,NA,NA,0.190242467,0.019985902,1.95543481,NA,-0.083779035,0.185874482,-0.033640601,0.06483568,-0.312133149,-0.500097643,1.029002517
M0237,-0.9818882,0.539021583,-0.503327115,0.135234317,0.303646802,0.148610182,0.809397535,-0.054408563,0.544803678,0.104884053,1.174165836,NA,-0.016017282,NA,0.425243494,0.003406883,-0.012034371,0.050583727,-3.471194481,0.033994125,-0.238314069,0.022443328,-3.436668525,0.250917759,0.711783374,-0.349525948,-0.136054082,NA,-0.235137329,0.5193779,0.021899685,0.303224383,-2.500418334,1.853034762,-0.820964619,-1.749278657,0.102335078,-1.879717253,0.012067736,0.012724538,-0.058861631,-1.415132002,-0.26126679,-0.025913947,0.330158911,-5.199877451,0.468079173,0.703858024,0.034444959,NA,-0.012414653,-1.960269721,0.318270883,0.4636796,0.25635213,0.217647674,0.041367382,0.033560192,NA,NA,0.669598396,0.019985902,0.319633909,NA,0.911125982,-0.184247907,0.294130785,0.06483568,-0.219180676,0.031920264,-0.423476532
M0238,0.183640318,-0.582354297,-0.61118452,0.135234317,0.049459078,0.887963184,0.478181985,0.632370802,-0.21910704,-0.168931094,0.095808112,NA,-0.016017282,NA,-0.24443839,0.003406883,-0.012034371,0.050583727,-0.952559727,0.033994125,-0.018853016,0.022443328,-0.685860315,0.165713237,-0.012753457,-1.262003314,-0.233292642,NA,0.119143302,0.711938931,0.021899685,0.696128814,0.84043211,-0.071888091,0.690641915,-0.015766525,0.102335078,0.294609408,0.012067736,0.012724538,-0.237604037,1.058339503,-1.584863399,-0.025913947,-0.316854591,-2.386344829,-0.310227789,-0.147619215,0.034444959,NA,-0.078090649,-0.460915832,-0.495728331,-0.044765934,-0.684285301,-0.087032649,-0.691448417,0.033560192,NA,NA,0.12291157,0.019985902,0.691669897,NA,-0.04142854,-0.089388567,0.295468484,0.06483568,-0.804529205,-0.313548081,0.660702644
M0239,1.145431587,1.13792734,0.199757571,-0.00906321,1.002519974,1.964718308,1.725618419,1.792530935,0.974025651,1.553835004,2.497742201,-2.66E-15,-0.058642682,4.44E-16,1.276040823,-0.046735964,-0.038522253,-0.016312281,1.593368342,-0.018014065,1.143396301,-7.96E-05,-0.778897321,1.301192386,0.089865248,0.176300734,0.747116408,0.262727103,0.927389088,1.492943631,-2.22E-15,1.297244398,1.209154977,3.632061372,0.757062533,0.776629551,0.015719937,1.0611925,-0.029856258,-0.008538217,1.062431676,0.596017035,0.709685231,0.00942343,1.17938976,-1.729836552,1.127032017,1.12466058,-0.001506521,4.44E-16,0.905910419,-0.289000379,1.350348919,1.665681573,1.043412733,0.893478102,0.555215412,-0.001995218,-0.656871411,-5.33E-15,1.852673925,-0.00629698,1.323167838,3.466386006,1.522757875,0.986143087,1.314489167,-0.000871016,0.984852507,NA,NA
M0240,0.889574669,-0.481103925,0.106734408,-0.210929369,-0.129338317,0.206304519,0.669701668,0.044202821,-0.405611036,-0.132853256,0.095808112,NA,-0.016017282,NA,-0.361950525,0.003406883,-0.012034371,0.050583727,0.480294245,0.033994125,-0.052915695,0.022443328,-0.499060224,0.974207024,-1.981196937,0.002679912,0.000219964,NA,0.197785886,-0.426103216,0.021899685,-0.528785874,0.951266175,1.006920233,-0.482062091,1.207307913,0.102335078,0.559088134,0.012067736,0.012724538,-0.530625623,-0.686937881,0.056626985,-0.025913947,0.488406908,0.132385987,-0.24545332,-0.023901375,0.034444959,NA,0.178188644,-0.589776053,-0.846834676,0.380467168,0.475480668,-0.069815157,0.291116703,0.033560192,NA,NA,0.212929681,0.019985902,2.760442047,NA,-0.090950951,0.323898159,0.540716099,0.06483568,-0.383814757,-0.132187312,1.057106688
M0241,0.795221458,-0.290631414,-0.628399482,0.135234317,-0.158403529,0.832711389,0.577472302,0.622143624,-0.34736675,-0.0024055,0.736729756,NA,-0.016017282,NA,0.106555857,0.003406883,-0.012034371,0.050583727,1.22894298,0.033994125,-0.215995411,0.022443328,0.088235297,0.439559633,0.001590149,-1.638118473,-0.180591437,NA,0.109639363,0.5544764,0.021899685,0.374762341,1.041429211,-0.570478108,-0.940052341,1.214185407,0.102335078,-0.627687702,0.012067736,0.012724538,-0.076054124,0.421101737,-1.430455892,-0.025913947,0.090244011,-0.464927254,0.041281625,0.341147788,0.034444959,NA,0.0045863,-1.304434918,-1.037812554,0.579659762,-0.035532978,0.061186202,-0.091192324,0.033560192,NA,NA,0.44486896,0.019985902,0.209783419,NA,-0.02732189,0.316339092,0.317205765,0.06483568,-0.24154352,-0.1832503,0.098364621
M0242,2.147472867,0.621074393,0.754365272,-0.00906321,0.136579203,0.654266994,1.708461221,1.643586191,0.272476956,-0.038266623,1.564695334,-2.66E-15,-0.058642682,4.44E-16,-0.10999304,-0.046735964,-0.038522253,-0.016312281,2.872186764,-0.018014065,-0.009980923,-7.96E-05,2.790974813,0.966167666,0.656760724,0.188764816,0.40359665,0.796459688,0.407538528,1.419086848,-2.22E-15,1.340915889,2.41240907,1.405973455,-0.228152397,1.945462217,0.015719937,0.779402991,-0.029856258,-0.008538217,1.133673828,0.871274596,-0.030633492,0.00942343,1.357951174,-0.907933474,0.538614892,-0.639206206,-0.001506521,4.44E-16,0.448209438,1.489946267,1.037642228,1.397342976,0.94281285,0.283088752,0.443328662,-0.001995218,-0.455587869,-5.33E-15,1.203172771,-0.00629698,2.340626139,2.166531255,0.449416221,1.011319761,1.187114089,-0.000871016,0.616606235,NA,NA
M0243,0.917434128,0.103312019,-0.686109482,-0.759526327,0.360409572,0.971070536,0.850711185,1.701679472,0.141504083,0.479287679,1.793544703,-2.66E-15,-0.058642682,4.44E-16,0.094286575,-0.046735964,-0.038522253,-0.016312281,1.472202572,-0.018014065,-0.165376937,-7.96E-05,0.270094699,0.550124447,-0.926271125,-0.035421601,0.375904963,0.227099632,0.44815266,1.068213676,-2.22E-15,0.848339747,1.500697014,0.234895985,0.924109864,0.194885506,0.015719937,0.179995565,-0.029856258,-0.008538217,0.374234031,0.008363092,-0.030633492,0.00942343,0.50379898,-2.244290431,0.10362677,0.420532226,-0.001506521,4.44E-16,0.355870545,0.179424702,-0.304819616,0.459979956,0.237193691,0.370447622,0.201539817,-0.001995218,-1.915759162,-5.33E-15,0.664910864,-0.00629698,0.236214453,1.819304918,0.796605519,0.18222457,0.711798616,-0.000871016,-0.474895609,NA,NA
M0245,-0.008240899,0.379389995,0.106734408,1.881533538,0.284676339,1.19063814,1.815228373,1.305646805,0.392110755,-0.0024055,1.499474971,NA,-0.016017282,NA,0.515023802,0.003406883,-0.012034371,0.050583727,1.768794814,0.033994125,-0.129531198,0.022443328,1.958849842,0.944291599,1.365910704,-0.483552773,1.275978436,NA,-0.226677064,2.012865873,0.021899685,1.792588974,1.760634483,2.030549875,0.385742531,0.885310293,0.102335078,-0.555547875,0.012067736,0.012724538,0.029478647,0.295548654,0.125191165,-0.025913947,0.688456086,0.132385987,0.402715965,0.769741872,0.034444959,NA,0.037476563,1.143131912,0.645900841,1.43710765,0.031191559,0.172529549,-0.043959077,0.033560192,NA,NA,0.970522985,0.019985902,4.256336254,NA,0.445838996,0.518007174,0.763812627,0.06483568,0.350278529,0.079069211,0.667847184
M0247,-0.061152618,0.008833902,-0.634677783,-0.025884622,0.316183988,-0.232368751,0.264025086,0.687159557,-0.095053857,0.332817064,0.820594274,NA,-0.016017282,NA,0.046428625,0.003406883,-0.012034371,0.050583727,-1.796678314,0.033994125,0.251328468,0.022443328,-1.433325795,-0.022257785,-0.268412422,-1.81934597,-0.257066489,NA,0.225600215,0.210038369,0.021899685,0.128200671,0.073555188,-1.63532372,-0.967366709,-0.127380065,0.102335078,-1.345525449,0.012067736,0.012724538,0.029132093,0.453191298,0.056626985,-0.025913947,0.029960834,-3.149922675,-0.000562824,0.405173563,0.034444959,NA,-0.232306512,-1.842621759,-0.488643196,-0.085976681,0.725904501,0.297376679,-0.260125805,0.033560192,NA,NA,0.499638055,0.019985902,-0.558742986,NA,0.369850691,0.070588145,0.284462481,0.06483568,-0.472360365,-0.18682817,1.064679826
M0248,1.189040555,0.614877881,0.555541302,0.924251657,0.895142939,1.295622942,2.717013083,0.025229338,0.601746094,1.270434423,-4.00E-15,-2.66E-15,-0.058642682,4.44E-16,0.890671628,-0.046735964,-0.038522253,-0.016312281,1.853460305,-0.018014065,0.983562713,-7.96E-05,0.775973806,2.100981654,1.640746866,-0.751579249,-0.029146419,0.792893469,0.97801525,1.080263386,-2.22E-15,1.003165849,1.737915379,4.020735658,0.160508747,0.700814349,0.015719937,1.354734244,-0.029856258,-0.008538217,0.52544829,0.794492106,-0.030633492,0.00942343,2.176607049,-0.029278739,0.877082478,0.951214624,-0.001506521,4.44E-16,0.439552743,2.296897282,1.655286096,1.123226791,0.813179514,1.172844777,0.853888908,-0.001995218,-1.086579832,-5.33E-15,1.311205112,-0.00629698,4.589809945,2.47265521,1.039565483,0.681497585,1.712943013,-0.000871016,0.94335798,NA,NA
M0250,1.408368256,0.783059157,0.19712904,-0.00906321,1.021763084,2.189228418,2.447693547,1.999119049,0.587431847,1.394987136,-4.00E-15,-2.66E-15,-0.058642682,4.44E-16,1.014245207,-0.046735964,-0.038522253,-0.016312281,1.234023353,-0.018014065,0.852155994,-7.96E-05,-3.60742736,1.311272815,1.332975423,-0.174448169,1.451136909,1.226327292,0.884173172,1.831825421,-2.22E-15,1.679147944,1.962670069,2.261020107,2.720042737,0.589558472,0.015719937,2.614021141,-0.029856258,-0.008538217,1.074349506,0.755327563,-0.030633492,0.00942343,1.607235899,-1.800575945,1.04412939,1.197903061,-0.001506521,4.44E-16,0.422678484,4.17015177,1.494708764,0.558649937,0.939234441,1.213226544,1.141948152,-0.001995218,-1.031575785,-5.33E-15,1.395131629,-0.00629698,2.634152262,3.565457571,0.849909269,0.825839305,1.57081934,-0.000871016,1.150962863,NA,NA
M0251,0.328933726,2.198488106,1.305085641,-0.00906321,2.363029868,2.754257182,3.425031683,1.666424418,1.962752106,2.494358852,2.854079173,-2.66E-15,-0.058642682,4.44E-16,2.209158015,-0.046735964,-0.038522253,-0.016312281,1.323669738,-0.018014065,1.922855835,-7.96E-05,1.867865458,1.066635892,2.188546319,1.201198231,1.245409823,1.274079232,1.047583875,3.385295979,-2.22E-15,3.075257818,-2.040368957,3.651464082,1.219358877,0.073992313,0.015719937,2.173627462,-0.029856258,-0.008538217,2.535345934,-0.493257582,-0.030633492,0.00942343,3.245859844,-2.794602624,2.342368146,2.290862383,-0.001506521,4.44E-16,1.575987574,-0.086379373,2.218942836,3.215711021,2.526191298,2.150123532,2.136783226,-0.001995218,-1.751435464,-5.33E-15,2.80702721,-0.00629698,2.075872066,4.610894839,2.450925742,1.335239234,1.646816277,-0.000871016,2.221273194,NA,NA
M0252,1.065999886,1.302718622,-0.511480434,1.079027757,0.847834585,0.936077348,1.474753603,1.886931185,1.218236136,1.520672711,1.384878086,-2.66E-15,-0.058642682,4.44E-16,1.29065073,-0.046735964,-0.038522253,-0.016312281,0.826383686,-0.018014065,1.046626288,-7.96E-05,-0.032870532,0.983704749,0.545637397,-1.330486442,0.723052131,-0.059780259,0.759364837,1.139343504,-2.22E-15,0.866652514,0.572303105,0.198253277,-0.409094779,0.222326583,0.015719937,1.304628929,-0.029856258,-0.008538217,1.009403704,-0.383264233,0.009046226,0.00942343,1.144780324,-2.424455012,1.180896197,1.472659245,-0.001506521,4.44E-16,0.774522822,1.264356946,0.491801081,2.503408411,1.111826352,0.976094589,0.643763087,-0.001995218,-1.790165698,-5.33E-15,1.67844145,-0.00629698,0.534840288,3.404798259,1.10432324,0.80554727,1.24019204,-0.000871016,1.009296755,NA,NA
M0253,0.610074425,0.509198718,-0.858447178,0.095686405,0.424169875,0.723027218,-0.314165875,0.524207188,0.502397382,-0.057346096,NA,NA,0.002552454,0.082047828,0.915036609,0.087245722,-0.021047578,0.07520603,NA,0.061557707,-0.005768085,-0.026028113,-1.094626303,-0.664262964,0.441815808,NA,1.157319951,0.89411508,0.136241353,0.723825744,0.010880407,2.240445218,1.962653133,0.453355723,-1.25187842,0.652625695,0.060743673,-1.156341426,0.070785313,0.042579058,-0.013563277,-0.438609329,0.078139942,0.04196021,0.357917083,-2.489302783,0.729549994,NA,-0.05799922,NA,-0.435995727,-1.623092947,-0.444712408,0.660012655,-0.622131653,0.028818237,-0.234569512,0.050334456,NA,NA,1.176754594,NA,1.299649,NA,1.395886807,0.684450419,-0.63458385,0.089785562,0.183254141,0.04158359,2.352717686
